No.,Light,Medium,Heavy,Accuracy
1,835.650736727015,486.26629687058164,71.14396916303409,100.0
2,909.0833545974414,552.8480507424223,90.19520665329577,50.0
3,903.0915623233903,487.6795887778813,95.13144742271425,33.33333333333333
4,863.074796255908,475.4199936233316,82.02999408723551,50.0
5,844.1674784048621,467.70760481549297,76.36867270168636,60.0
6,869.0491966143376,450.73063698435215,88.1483418116269,66.66666666666666
7,836.8139334957795,397.5573974136847,86.69907253070133,71.42857142857143
8,794.5361520503187,355.78482096187355,81.10946124050524,75.0
9,776.0508363406112,323.0697677159484,83.92615031563034,77.77777777777779
10,723.1590422909932,308.6923678118365,68.83587814059041,80.0
11,698.9287792496275,287.66969409796377,67.40590000771412,81.81818181818183
12,679.6978622818922,297.1983362671329,57.744775279298196,83.33333333333334
13,609.6100556171975,266.01528110100776,47.00481582993541,84.61538461538461
14,553.6385800812363,250.06244134867742,38.53978673545365,85.71428571428571
15,544.4516766187969,235.2802619034233,41.89771805422905,86.66666666666667
16,526.4210126077556,229.45123841720408,40.32195055479316,87.5
17,526.1397706847661,214.66393179855626,46.3275801000679,88.23529411764706
18,514.0542397746748,210.10011548141247,45.85229442690058,88.88888888888889
19,504.054146069987,218.39811298438616,40.443130600492545,89.47368421052632
20,503.09638333278235,218.71284443054728,40.14273736057686,90.0
21,516.7236312302687,230.1809404533828,38.13578241535466,90.47619047619048
22,513.0176655538571,235.34717344648547,35.5160962504559,90.9090909090909
23,511.6698704518665,242.83800864026773,32.615980729647184,91.30434782608695
24,524.1467020667887,251.14266790292754,32.09881234137231,91.66666666666666
25,533.3334066433322,267.83298601875885,28.63309992048921,92.0
26,534.7896148202509,275.8450769334083,26.618876167112507,92.3076923076923
27,532.445372268722,290.05038845317563,22.483487997161973,92.5925925925926
28,529.6189049111356,289.454848166748,22.132317352135658,92.85714285714286
29,537.9894358084593,300.90281386746176,20.91163213875415,93.10344827586206
30,550.4564097257218,313.48860635097,20.441364860803144,93.33333333333333
31,552.8712229105103,320.55451709157546,19.457340434721726,93.54838709677419
32,558.0364195283867,329.32639099454644,18.7443254171991,93.75
33,560.616740873626,335.55019988209244,18.10983331951262,93.93939393939394
34,564.1005277244233,336.7933057338878,18.5399442523119,94.11764705882352
35,561.6463203765874,341.12268851684723,17.356728138166872,94.28571428571428
36,563.2023293372657,348.99973824705717,16.39216936372554,94.44444444444444
37,559.5866583713811,353.64358453823144,15.071692600217155,94.5945945945946
38,559.9737913169113,362.33025276280506,13.961794441455162,94.73684210526315
39,562.0028036785264,368.646839164347,13.519808332291625,94.87179487179486
40,563.902088816899,369.15279992927674,13.7794485488715,95.0
41,561.8789021623986,368.6220122129688,13.501998988784692,95.1219512195122
42,563.2881381884941,371.1950576603388,13.43476749556432,95.23809523809523
43,558.8348986367547,373.0423250050456,12.489896967420535,95.34883720930233
44,555.4770165350121,375.9572090189279,11.638461004703998,95.45454545454545
45,553.0887290320384,379.16771802141665,10.94053541685194,95.55555555555556
46,547.7662293497661,378.84955107664746,10.170743956206952,95.65217391304348
47,547.2778552098625,379.6039397928633,10.026407376636815,95.74468085106383
48,549.785814140122,386.1599168519892,9.797265741629294,95.83333333333334
49,537.3743752975157,381.2541681677019,8.47614153739935,95.91836734693877
50,534.4299187264005,381.59048835418724,8.052366008748276,96.0
51,535.3767635110407,382.4185861425179,8.107287291866491,96.07843137254902
52,527.835239441652,381.37424843059796,7.220513981787404,96.15384615384616
53,528.4890231481756,389.9709030781147,6.643195981952615,96.22641509433963
54,531.1789337755554,395.5707380102793,6.595394880863346,96.29629629629629
55,531.1463350597274,395.3845338860002,6.60330931009005,96.36363636363636
56,530.3624543624027,399.1906416794513,6.2763819313047255,96.42857142857143
57,523.6158155213562,398.57701593641315,5.530439300543628,96.49122807017544
58,523.2007997771467,385.42837278548006,6.337003180294875,96.55172413793103
59,526.4815828420576,383.4116450843169,6.887617841465689,96.61016949152543
60,528.7261013356022,383.18466029125125,7.184508533831121,96.66666666666667
1,264.69707326619925,238.14407018686745,37.732166695832994,100.0
2,372.80936519382635,168.881538487732,51.64315344676722,100.0
3,418.1642538477757,157.18047582274954,59.64898554281378,100.0
4,384.76074752675584,158.26811221492034,57.69642702268259,100.0
5,418.2647058167081,208.8444163685366,33.815083541434745,100.0
6,447.2562670110072,180.64757033274057,49.242353600025716,100.0
7,485.5882070542561,228.23729183764794,33.547609244654325,100.0
8,508.3232142825369,246.67176344618485,30.734453987788157,100.0
9,548.9697139874759,245.48633890552537,39.119532161640834,100.0
10,611.6911715807322,267.21499734894815,47.16744846063534,100.0
11,658.9298496508782,292.7146962118105,52.610862705183564,100.0
12,682.4714813013913,275.5424254941306,66.10672493454571,100.0
13,661.0503550842651,258.5553387140414,65.38735577710354,100.0
14,622.9864160645883,253.0912112899274,55.52839845642718,100.0
15,603.9821764874208,239.51799226640762,55.3536448806356,100.0
16,595.5680139404914,241.48175800058723,52.20152329386627,100.0
17,584.6009069341161,226.2602771317565,55.4975256093749,100.0
18,557.8371519798147,207.75794457071746,56.80478119063038,100.0
19,551.4734935190983,196.54545002765232,60.679067012991375,100.0
20,547.4046071490286,196.3186356960549,59.77579281320996,100.0
21,558.9236497151268,195.08830167555368,63.34406789664243,100.0
22,552.9978908274513,187.24843980961396,65.93627123427287,100.0
23,546.1162986390995,184.23604279942361,65.80808348908835,100.0
24,534.187386285754,186.0123182943716,61.92197488528727,100.0
25,531.1470307127474,178.84241802662103,65.1220344805396,100.0
26,515.1839724136712,181.58669134597744,60.010799883403365,100.0
27,514.1830768841129,180.55217431158712,60.35755146317671,100.0
28,515.8570249912897,186.0743240515514,57.76784472831384,100.0
29,504.17861623004455,192.2867207400084,52.23437210350055,100.0
30,489.0809108587091,199.9501266843173,45.837832726041306,100.0
31,487.87436137951363,202.95680148166838,44.266718958286134,100.0
32,490.5711794961302,206.30083934157702,43.22862038881155,100.0
33,487.5820546265513,205.84577703801207,42.932355331827075,100.0
34,485.65241001944366,214.11334500648383,39.09413699033831,100.0
35,492.3248091864988,213.4494658431756,40.45368731645984,100.0
36,494.7703539319322,217.9977010613571,38.98946591066385,100.0
37,493.2618700532858,222.35410871134474,37.00148299896392,100.0
38,494.1384200202778,226.47274047387546,35.55416381820089,100.0
39,492.25015613002125,229.9108405926214,33.96023051509403,100.0
40,490.67427676256005,241.28362112411412,29.69195891544527,100.0
41,488.4724521685861,248.95464163370343,26.852545640651993,100.0
42,480.73652096854494,249.79547385155774,25.506991374187777,100.0
43,479.6563567525884,252.0590720621311,24.664969525927678,100.0
44,481.8191241490305,257.19507596113414,23.41306761210433,100.0
45,480.42269846197735,258.0801118665223,22.970929298000982,100.0
46,477.7796008228139,260.30964737884483,21.99134488931215,100.0
